username,repo_name,repo_url,stars
amphp,amp,https://github.com/amphp/amp,3400
danog,MadelineProto,https://github.com/danog/MadelineProto,1700
amphp,http-server,https://github.com/amphp/http-server,1100
unreal4u,telegram-api,https://github.com/unreal4u/telegram-api,679
amphp,http-client,https://github.com/amphp/http-client,582
amphp,parallel,https://github.com/amphp/parallel,526
php-service-bus,service-bus,https://github.com/php-service-bus/service-bus,304
amphp,mysql,https://github.com/amphp/mysql,250
amphp,byte-stream,https://github.com/amphp/byte-stream,249
amphp,parallel-functions,https://github.com/amphp/parallel-functions,199
amphp,process,https://github.com/amphp/process,143
amphp,socket,https://github.com/amphp/socket,137
amphp,redis,https://github.com/amphp/redis,118
kelunik,acme,https://github.com/kelunik/acme,105
amphp,dns,https://github.com/amphp/dns,96
amphp,websocket-client,https://github.com/amphp/websocket-client,93
PeeHaa,mailgrab,https://github.com/PeeHaa/mailgrab,91
amphp,sync,https://github.com/amphp/sync,85
jolicode,asynit,https://github.com/jolicode/asynit,68
amphp,websocket-server,https://github.com/amphp/websocket-server,65
amphp,postgres,https://github.com/amphp/postgres,59
amphp,file,https://github.com/amphp/file,58
amphp,cache,https://github.com/amphp/cache,58
amphp,beanstalk,https://github.com/amphp/beanstalk,55
amphp,serialization,https://github.com/amphp/serialization,54
amphp,windows-registry,https://github.com/amphp/windows-registry,54
amphp,hpack,https://github.com/amphp/hpack,52
phpinnacle,ridge,https://github.com/phpinnacle/ridge,43
amphp,aerys,https://github.com/amphp/aerys,41
Room-11,Jeeves,https://github.com/Room-11/Jeeves,40
